id,measures,usage_area,apartments,living_area,estimated_costs
01,4,27.6,2,2.9,44621
02,5,1.4,5,4.6,2476
03,4,9.6,28,21.4,8607
04,10,8.4,6,7.8,13718
05,10,8,25,11.9,4613
06,15,6.5,7,17.7,12886
07,19,0.9,23,25.4,8017
08,–,–,–,–,–
09,82,147.3,365,172.9,75407
10,59,61.9,147,129.8,50048
11,6,"– 146,9",403,110.3,2620
,8,3.4,7,8.5,2756
