district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,13,354.4,90.0,56.8,114737.0
02,7,3.2,11.0,11.3,3517.0
03,30,28.0,101.0,74.4,32138.0
04,8,1.4,15.0,17.8,5696.0
05,11,36.4,61.0,49.1,13386.0
06,16,-13.2,52.0,52.8,14628.0
07,12,9.3,104.0,78.7,18398.0
08,20,34.4,55.0,52.5,17775.0
09,29,10.5,144.0,106.0,26525.0
10,51,57.6,67.0,71.1,32380.0
11,16,114.9,258.0,77.8,49439.0
12,28,50.8,156.0,112.4,32577.0
