district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,6,-0.1,7.0,9.5,5565.0
02,6,1.6,6.0,7.5,3041.0
03,10,13.6,10.0,6.7,8495.0
04,7,-1.2,14.0,15.3,4606.0
05,5,-6.0,33.0,27.7,7791.0
06,9,-17.8,32.0,25.4,6451.0
07,3,-1.4,4.0,4.3,1274.0
08,6,-1.0,10.0,11.4,2047.0
09,7,0.2,5.0,4.0,1028.0
10,6,2.5,2.0,3.3,6430.0
11,2,60.5,-48.0,-52.6,7421.0
12,10,-2.2,9.0,9.6,2107.0
