district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,1,1.0,0.0,1.0,1.1,196.0
02,0,0.0,0.0,0.0,0.0,0.0
03,11,7.0,0.8,11.0,15.4,3586.0
04,1,2.0,2.6,1.0,2.6,1090.0
05,2,2.0,0.5,2.0,3.4,732.0
06,4,4.0,2.8,4.0,6.6,1833.0
07,5,4.0,2.0,5.0,7.8,2108.0
08,9,7.0,5.6,10.0,14.8,3370.0
09,10,9.0,4.1,11.0,15.7,3941.0
10,39,27.0,11.0,41.0,51.9,12154.0
11,7,6.0,2.8,7.0,10.9,2711.0
12,6,6.0,2.6,7.0,13.0,3191.0
