id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,2,12,3.5,57,21.7,5014
02,–,–,–,–,–,–
03,14,9,0.6,14,16.9,4212
04,1,16,4.3,78,34.5,9040
05,22,159,38.3,497,334.6,62025
06,2,4,2.3,6,7.3,2136
07,13,13,5.8,13,24.2,4951
08,3,1,2,3,2.3,381
09,13,9,2.7,16,17.6,5416
10,8,25,2,87,59.1,14288
11,5,43,0.5,149,111.6,21978
,5,4,1.8,6,8.6,2498
