id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,14,9,0.6,14,16.9,4212
04,–,–,–,–,–,–
05,8,8,4.6,8,11.6,4067
06,1,2,1.2,1,3.8,1002
07,13,13,5.8,13,24.2,4951
08,3,1,2,3,2.3,381
09,12,8,1.8,13,15.2,4401
10,6,5,1.2,6,9,2568
11,1,1,0.5,1,1.3,906
,5,4,1.8,6,8.6,2498
