district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,3,145.0,174.0,36.0,9.3
02,2,4.0,9.9,0.0,0.0
03,9,86.0,84.0,0.0,0.0
04,0,0.0,0.0,0.0,0.0
05,1,3.0,7.5,0.0,0.0
06,3,29.0,47.5,6.0,12.0
07,2,203.0,455.3,18.0,17.6
08,0,0.0,0.0,0.0,0.0
09,2,8.0,20.9,0.0,0.0
10,1,1.0,1.1,0.0,0.0
11,3,144.0,177.4,1.0,1.3
12,2,30.0,63.1,0.0,0.0
