residential_buildings,residential_buildings_with_1_apartment,residential_buildings_with_2_apartments,residential_buildings_with_3_or_more_apartments,apartments,volume,living_area,estimated_costs,apartments_in_new_non_residential_buildings
150,87,5,58,1416,620,1186.1,259083,61
