district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,10,168.7,77.0,27.1,93475.0
02,13,190.2,377.0,294.6,151795.0
03,48,101.5,133.0,157.4,41489.0
04,28,22.8,381.0,164.0,48034.0
05,17,82.7,71.0,67.5,15092.0
06,19,49.2,24.0,32.9,14102.0
07,19,452.4,100.0,101.1,129721.0
08,9,6.3,25.0,23.5,5417.0
09,51,120.5,276.0,227.1,50129.0
10,22,28.6,219.0,167.1,28925.0
11,25,227.0,210.0,173.1,106897.0
12,23,68.1,15.0,21.6,15596.0
