district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,7,-5.3,41.0,17.8,5430.0
02,6,139.4,11.0,15.9,67718.0
03,7,6.4,3.0,5.2,1864.0
04,26,12.3,311.0,114.3,33404.0
05,5,64.9,15.0,10.2,2682.0
06,10,-2.4,3.0,8.9,3621.0
07,8,-20.5,27.0,36.1,5673.0
08,2,0.1,0.0,0.9,163.0
09,15,39.8,6.0,9.5,2349.0
10,3,0.7,1.0,0.5,684.0
11,7,19.6,14.0,8.0,2927.0
12,10,0.5,-1.0,3.6,1343.0
