district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,7,-5.3,41,17.8,5430
Friedrichshain-Kreuzberg,6,139.4,11,15.9,67718
Pankow,7,6.4,3,5.2,1864
Charlottenburg-Wilmersdorf,26,12.3,311,114.3,33404
Spandau,5,64.9,15,10.2,2682
Steglitz-Zehlendorf,10,-2.4,3,8.9,3621
Tempelhof-Schöneberg,8,-20.5,27,36.1,5673
Neukölln,2,0.1,–,0.9,163
Treptow-Köpenick,15,39.8,6,9.5,2349
Marzahn-Hellersdorf,3,0.7,1,0.5,684
Lichtenberg,7,19.6,14,8.0,2927
Reinickendorf,10,0.5,-1,3.6,1343
