id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,17,10,1.4,18,20.6,5076
04,–,–,–,–,–,–
05,1,1,1.6,1,1.7,619
06,1,0,0.7,1,1,200
07,–,–,–,–,–,–
08,–,–,–,–,–,–
09,10,7,3.3,10,13.1,3762
10,4,3,1,4,5.2,1272
11,1,1,0.3,1,0.7,310
12,5,5,1.8,6,9.1,2566
