id,measures,volume,usage_area,apartments,living_area
01,2,20,41.6,–,–
02,1,1,1.7,–,–
03,–,–,–,–,–
04,2,32,57.9,–,–
05,5,157,298.6,1,1.4
06,–,–,–,–,–
07,2,9,14.6,–,–
08,–,–,–,–,–
09,4,73,118.4,–,–
10,1,9,13.2,–,–
11,2,11,23.3,–,–
,4,70,100.5,–,–
