id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,1,1,1,1,1.5,380
02,–,–,–,–,–,–
03,7,4,1.9,9,8.9,2167
04,1,3,2.4,1,2.5,737
05,1,2,0.6,1,2.4,880
06,2,5,1,3,9.1,2511
07,2,1,0.4,2,1.7,780
08,–,–,–,–,–,–
09,7,5,3.5,10,9.1,2133
10,5,4,2.3,5,7.3,1466
11,–,–,–,–,–,–
,4,4,3.5,5,7,2624
