id,measures,usage_area,apartments,living_area,estimated_costs
01,7,4.8,7,9.2,22949
02,6,"– 0,6",17,17.1,15013
03,2,2.1,–,0.8,793
04,11,"– 1,9",28,22.1,43588
05,5,"– 3,5",13,5.4,1817
06,20,7.9,– 3,10.7,13563
07,9,3.7,3,5.4,4751
08,2,"– 0,4",2,1.7,200
09,9,2.1,16,16.9,30904
10,6,2.1,7,4.2,4683
11,1,"– 1,6",–,1.5,48
,8,3.1,6,6.6,2547
