id,measures,volume,usage_area,apartments,living_area
01,1,4,5,–,–
02,1,5,7,–,–
03,2,8,11.9,–,–
04,2,35,70,–,–
05,1,3,6.5,1,1.4
06,3,31,67.1,–,–
07,1,1,1.7,–,–
08,–,–,–,–,–
09,–,–,–,–,–
10,1,2,4.3,–,–
11,2,9,23.8,–,–
12,1,11,12.5,–,–
