id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,12,10,8.5,12,19.7,5531
04,1,3,1,1,7.4,1470
05,–,–,–,–,–,–
06,1,1,0.9,1,1.3,725
07,5,4,1.6,5,7,2021
08,4,4,1.4,4,7.2,1716
09,12,7,1,13,15.9,3975
10,8,7,0.8,10,15.5,3329
11,3,2,0.3,3,4.1,811
,17,14,5.5,18,25.1,7412
