id,measures,volume,usage_area,apartments,living_area
01,1,2,5.8,–,–
02,–,–,–,–,–
03,–,–,–,–,–
04,4,281,551.5,–,–
05,2,160,220,–,–
06,1,1,3,–,–
07,3,22,36.4,–,–
08,1,13,29.1,–,–
09,6,145,202.4,–,–
10,2,37,42.2,–,–
11,4,57,134.9,–,–
12,–,–,–,–,–
