id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,6,4,1.4,7,8.4,2704
04,–,–,–,–,–,–
05,–,–,–,–,–,–
06,2,2,–,2,4.3,1332
07,1,0,–,1,1.8,926
08,1,1,0.9,2,2.3,653
09,4,3,0.1,4,6.1,1427
10,9,6,4.3,9,10.7,3092
11,9,5,0.3,9,11.5,2926
,2,1,–,2,3.3,703
