id,measures,usage_area,apartments,living_area,estimated_costs
01,7,11.5,8,6.7,3537
02,5,2.9,1,3.6,2273
03,18,44.7,35,30.2,42916
04,19,574.0,154,99.7,188259
05,3,220.1,1,0.2,141449
06,17,3.9,53,59.9,17598
07,10,41.6,77,32.2,32092
08,5,30.7,11,6.8,6631
09,23,228.2,140,135.1,55816
10,16,43.5,10,13.5,14280
11,26,154.1,428,197.4,61626
,11,7.1,79,66.2,21871
