id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,4,18,4,66,34.1,13313
02,2,10,2.6,20,19.8,4561
03,16,31,12.9,82,64.5,20496
04,3,16,5,33,26.3,7805
05,11,13,5.1,28,27.6,5825
06,3,9,1.7,6,17,9522
07,2,2,0,3,4.7,1259
08,11,22,6,93,46.2,14712
09,2,2,1.1,4,3.2,760
10,15,54,3.8,186,111.6,32635
11,9,76,41.5,198,135,45075
12,5,6,1.8,19,11.9,3292
