district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,4,1.3,-4,7.3,3161
Friedrichshain-Kreuzberg,3,0.3,2,1.2,415
Pankow,15,-0.6,5,8.5,6630
Charlottenburg-Wilmersdorf,12,7.7,32,26.6,18586
Spandau,8,0.0,1,5.9,2039
Steglitz-Zehlendorf,26,0.6,2,17.1,6414
Tempelhof-Schöneberg,6,-5.8,1,5.3,7630
Neukölln,1,0.8,1,0.7,242
Treptow-Köpenick,8,6.9,-11,-6.8,1397
Marzahn-Hellersdorf,9,15.9,7,4.2,33652
Lichtenberg,2,62.5,–,–,3301
Reinickendorf,6,-0.3,6,7.5,1793
