district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,0,0.0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0,0.0
03,11,8.0,3.5,13.0,16.1,4405.0
04,1,2.0,2.2,1.0,3.5,1200.0
05,2,2.0,0.5,2.0,3.7,1084.0
06,1,2.0,1.2,1.0,3.0,810.0
07,5,3.0,1.4,5.0,4.7,1377.0
08,0,0.0,0.0,0.0,0.0,0.0
09,5,4.0,2.0,6.0,7.9,1842.0
10,10,7.0,1.5,11.0,13.2,3363.0
11,1,1.0,0.1,1.0,1.1,265.0
12,5,4.0,3.6,5.0,8.2,2101.0
