district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,0,0.0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0,0.0
03,12,8.0,1.6,13.0,17.7,4121.0
04,3,20.0,11.1,3.0,18.8,13287.0
05,2,1.0,0.8,2.0,2.7,555.0
06,6,8.0,3.1,8.0,14.1,3903.0
07,3,3.0,0.6,3.0,4.5,1304.0
08,34,24.0,8.8,36.0,51.9,11318.0
09,12,9.0,5.0,16.0,17.0,4501.0
10,19,11.0,2.0,20.0,23.4,5357.0
11,3,2.0,0.5,3.0,4.5,907.0
12,5,5.0,1.4,6.0,11.2,2275.0
