district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,11,146.0,23.6,1100.0,285.5,91565.0
02,0,0.0,0.0,0.0,0.0,0.0
03,18,46.0,17.3,117.0,96.9,28598.0
04,7,48.0,25.2,80.0,76.4,31102.0
05,8,22.0,5.3,97.0,39.7,11695.0
06,6,8.0,3.1,8.0,14.1,3903.0
07,7,20.0,24.7,56.0,45.1,6232.0
08,34,24.0,8.8,36.0,51.9,11318.0
09,14,20.0,5.0,47.0,42.5,7961.0
10,21,14.0,4.5,31.0,28.5,6502.0
11,6,17.0,4.3,35.0,32.6,5386.0
12,6,9.0,3.8,22.0,21.7,4075.0
