district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,9,73.0,11.5,221.0,130.5,33180.0
02,1,9.0,6.3,17.0,11.7,6822.0
03,67,78.0,12.1,441.0,170.4,29465.0
04,2,12.0,4.4,24.0,22.8,5396.0
05,4,3.0,3.2,4.0,6.1,822.0
06,3,6.0,4.3,5.0,8.5,3437.0
07,0,0.0,0.0,0.0,0.0,0.0
08,0,0.0,0.0,0.0,0.0,0.0
09,16,35.0,11.8,93.0,60.1,25069.0
10,13,10.0,3.4,14.0,17.9,4679.0
11,0,0.0,0.0,0.0,0.0,0.0
12,10,21.0,8.3,51.0,38.5,9452.0
