district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,8,17.4,23.0,20.2,27669.0
None,4,-4.0,11.0,10.3,3680.0
03,18,12.1,27.0,27.1,18128.0
None,7,5.1,6.0,10.6,6609.0
05,9,-4.5,6.0,7.9,2469.0
None,8,0.8,23.0,-11.0,3386.0
None,10,0.1,5.0,6.0,2602.0
08,0,0.0,0.0,0.0,0.0
None,2,-0.7,1.0,1.4,463.0
None,6,0.1,2.0,2.9,1069.0
11,2,0.0,0.0,2.1,1587.0
12,11,6.1,1.0,4.4,2755.0
