district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,2,18.0,41.9,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,2,9.0,12.4,0.0,0.0
04,1,6.0,11.3,2.0,3.5
05,6,67.0,161.8,0.0,0.0
06,1,24.0,18.8,0.0,0.0
07,0,0.0,0.0,0.0,0.0
08,1,1.0,0.9,0.0,0.0
09,0,0.0,0.0,0.0,0.0
10,3,20.0,23.1,0.0,0.0
11,0,0.0,0.0,0.0,0.0
12,1,34.0,48.6,0.0,0.0
