district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,10,-0.8,47.0,29.1,12578.0
None,7,-4.9,18.0,13.8,3893.0
03,9,3.4,18.0,12.9,9700.0
None,12,-33,46.0,40.6,12736.0
05,2,0.5,2.0,2.0,344.0
None,13,-0.3,8.0,8.3,3595.0
None,6,-0.4,3.0,1.8,1271.0
08,19,0.2,32.0,22.4,14228.0
None,5,-3,2.0,2.6,277.0
None,4,0.2,0.0,1.2,496.0
11,1,18.3,0.0,0.0,595.0
12,2,0.2,0.0,0.9,462.0
