district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,1,160.0,338.4,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,1,3.0,7.0,0.0,0.0
04,1,10.0,10.9,0.0,0.0
05,2,46.0,89.9,0.0,0.0
06,1,4.0,8.7,0.0,0.0
07,2,48.0,91.4,0.0,0.0
08,5,29.0,52.1,0.0,0.0
09,1,9.0,17.1,0.0,0.0
10,1,64.0,100.5,0.0,0.0
11,3,80.0,126.1,0.0,0.0
12,6,126.0,213.9,0.0,0.0
