district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,1,12.0,9.3,48.0,30.6,10711.0
02,0,0.0,0.0,0.0,0.0,0.0
03,14,24.0,6.0,83.0,52.8,15999.0
04,4,14.0,5.0,9.0,19.2,4984.0
05,18,166.0,27.4,468.0,347.9,71582.0
06,2,4.0,2.7,6.0,7.4,1792.0
07,1,1.0,0.1,1.0,1.8,405.0
08,50,186.0,61.9,520.0,359.4,96153.0
09,10,21.0,5.6,55.0,42.9,11447.0
10,7,4.0,1.3,8.0,9.8,2501.0
11,7,70.0,26.9,205.0,146.4,40134.0
12,16,45.0,8.5,152.0,119.0,53494.0
