id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,1,8,6.7,13,11.6,3131
02,3,20,4.3,54,34.3,7740
03,16,53,13,164,106.6,37533
04,2,28,3.5,32,43.1,17982
05,1,1,–,1,1.5,351
06,4,11,5.1,13,16.1,3891
07,3,3,0.1,9,7.3,2405
08,2,2,1.1,4,3.3,645
09,14,90,35.9,232,204.5,52176
10,9,58,5.4,228,117.3,22975
11,6,4,0.4,8,9.5,2232
12,5,9,1.6,25,19.9,4572
