id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,4,3,0.4,4,6,1329
04,1,1,–,2,2.5,833
05,1,1,–,1,1.5,351
06,3,6,3.2,3,7.3,2255
07,2,1,0.1,2,2.1,606
08,1,0,0.1,1,0.6,315
09,4,2,0.5,4,4.3,1365
10,6,5,2.2,9,8.3,2417
11,6,4,0.4,8,9.5,2232
12,3,3,1.2,3,5.3,1592
