district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,12,23.6,–,–
Friedrichshain-Kreuzberg,2,78,101,–,–
Pankow,3,12,24.6,–,–
Charlottenburg-Wilmersdorf,1,11,23,–,–
Spandau,1,2,3.6,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,–,–,–,–,–
Neukölln,1,1,4.4,–,–
Treptow-Köpenick,4,28,54.5,–,–
Marzahn-Hellersdorf,3,27,45.7,–,–
Lichtenberg,1,1,3.9,–,–
Reinickendorf,1,9,16.7,–,–
