district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,9,4.2,40.0,30.9,14602.0
02,12,3.9,22.0,19.0,33862.0
03,55,42.5,269.0,192.4,52905.0
04,12,43.7,20.0,16.1,27773.0
05,13,45.1,47.0,35.6,19319.0
06,18,0,20.0,23.7,6787.0
07,9,-2.6,12.0,9.7,4239.0
08,11,100.1,13.0,12.9,31461.0
09,16,7,18.0,16.1,5800.0
10,23,141,214.0,87.8,81432.0
11,26,101.5,308.0,198.4,609387.0
12,11,45.9,7.0,13.8,10509.0
