id,measures,volume,usage_area,apartments,living_area
01,3,141,244.9,6,5.2
02,–,–,–,–,–
03,–,–,–,–,–
04,1,9,13.4,–,–
05,1,7,9.5,–,–
06,–,–,–,–,–
07,4,43,67,–,–
08,–,–,–,–,–
09,10,171,295.3,–,–
10,1,2,5,–,–
11,–,–,–,–,–
,–,–,–,–,–
