id,measures,usage_area,apartments,living_area,estimated_costs
01,19,234.3,98,71.4,162430
02,3,4,– 1,6.8,4183
03,20,11.5,36,26.7,9326
04,21,"– 4,0",34,43.4,10683
05,20,20.9,95,89.9,22659
06,8,5.5,19,12.7,5237
07,11,74.9,15,10.5,39238
08,–,–,–,–,–
09,42,305.6,210,121.7,104648
10,36,17.6,55,65.9,22463
11,33,15.2,505,321.7,91102
12,16,"– 2,0",14,19.3,7057
