id,measures,usage_area,apartments,living_area,estimated_costs
01,9,12.5,137,74.7,35051
02,6,33.9,12,10.2,91128
03,23,43.7,71,50.8,25889
04,13,455.0,61,49.8,219797
05,29,82.2,193,134.0,62610
06,15,9.0,7,26.2,11762
07,18,25.7,22,17.0,14477
08,1,0.8,6,2.8,745
09,18,3.3,21,21.2,8744
10,29,21.9,60,46.3,17205
11,6,174.1,11,6.5,15244
,17,11.6,19,19.8,14024
