id,measures,volume,usage_area,apartments,living_area
01,–,–,–,–,–
02,–,–,–,–,–
03,2,11,20.2,1,1.4
04,3,277,430.2,–,–
05,6,50,82.9,–,–
06,–,–,–,–,–
07,1,16,16.4,–,–
08,–,–,–,–,–
09,–,–,–,–,–
10,1,2,2.8,1,1.1
11,1,61,172.4,–,–
,1,6,13.3,–,–
