district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,4,7.6,67,22.7,12221
Friedrichshain-Kreuzberg,5,-18.1,17,22.1,6591
Pankow,6,-3.5,3,12.4,7695
Charlottenburg-Wilmersdorf,9,1.1,9,6.4,7047
Spandau,7,2.7,2,3.6,1896
Steglitz-Zehlendorf,12,-3.8,5,6.7,3740
Tempelhof-Schöneberg,7,-5.4,9,14.4,4646
Neukölln,7,1.7,11,6.3,2432
Treptow-Köpenick,8,-1.9,3,3.5,630
Marzahn-Hellersdorf,6,-0.9,1,3.8,723
Lichtenberg,3,-8.2,2,2.8,4423
Reinickendorf,10,-21.4,68,24.4,1543
