district_name,measures,volume,usage_area,apartments,living_area
Mitte,3,38,66,–,–
Friedrichshain-Kreuzberg,1,5,11.5,–,–
Pankow,3,16,10.7,22,8.5
Charlottenburg-Wilmersdorf,8,238,517.1,5,7
Spandau,1,12,23.9,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,1,9,14.1,–,–
Neukölln,–,–,–,–,–
Treptow-Köpenick,1,141,183.1,–,–
Marzahn-Hellersdorf,1,15,28.3,–,–
Lichtenberg,2,54,90.5,–,–
Reinickendorf,2,3,7.2,–,–
