district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,6,5,1.6,7,9,2646
Charlottenburg-Wilmersdorf,1,1,0.9,1,1.7,246
Spandau,8,6,4.1,9,10.6,3195
Steglitz-Zehlendorf,2,4,2.8,2,6.8,2419
Tempelhof-Schöneberg,–,–,–,–,–,–
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,14,10,3.5,17,20.7,4753
Marzahn-Hellersdorf,24,19,7.6,25,38,9881
Lichtenberg,1,0,–,1,0.9,268
Reinickendorf,8,7,3.5,8,12.2,2978
