id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,10,7,1.9,10,14,3106
04,1,1,0.6,1,2.4,1009
05,4,4,2.4,4,6.4,1643
06,6,8,6.1,6,13.3,6660
07,3,3,2.8,3,3.6,1348
08,9,8,1.8,10,16.7,3972
09,22,14,3.4,24,28.5,6498
10,21,15,6.6,22,30.1,7358
11,7,5,2.4,8,10.9,1919
12,9,10,4.7,9,15.5,4312
