id,measures,usage_area,apartments,living_area,estimated_costs
01,3,-15.5,7,5.2,30495
02,3,42.8,-1,-1.0,33815
03,8,2.2,1,5.0,2050
04,9,5.0,24,39.4,17630
05,9,3.8,7,11.7,3720
06,14,-2.4,8,14.7,5216
07,7,2.4,6,5.2,1289
08,4,0.9,23,14.0,2756
09,10,1.7,11,7.7,6448
10,9,-5.7,5,8.0,843
11,2,-0.7,1,0.9,109
12,14,1.7,5,6.6,2098
