id,measures,usage_area,apartments,living_area,estimated_costs
01,5,0.6,17,14.5,6857
02,4,–,13,8.3,2354
03,13,20.6,8,11.3,18244
04,3,8.4,-1,0,4955
05,12,-74.6,147,90.1,30395
06,6,1.6,2,-1.3,496
07,7,-30.3,124,34.9,3775
08,3,-6.5,6,7,698
09,7,-2,-2,6,1639
10,7,–,–,2.3,1151
11,–,–,–,–,–
,8,4.6,7,1.2,2790
