id,measures,volume,usage_area,apartments,living_area
01,1,5,13.2,–,–
02,–,–,–,–,–
03,3,76,70.4,–,–
04,–,–,–,–,–
05,3,13,26.5,–,–
06,–,–,–,–,–
07,–,–,–,–,–
08,1,2,3.3,–,–
09,3,18,19.8,–,–
10,1,0,1.4,–,–
11,–,–,–,–,–
,2,186,177.1,–,–
