district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,16,2.4,46,30.9,12479
Friedrichshain-Kreuzberg,3,"– 6,2",7,10.1,2290
Pankow,2,"– 3,8",5,6.4,1616
Charlottenburg-Wilmersdorf,5,2.2,4,3.5,8248
Spandau,6,60.6,–,0.2,677
Steglitz-Zehlendorf,5,2.5,20,12.5,4505
Tempelhof-Schöneberg,7,13.5,3,3.5,5162
Neukölln,8,"– 4,8",5,6.2,13247
Treptow-Köpenick,10,"– 2,2",4,5.2,2006
Marzahn-Hellersdorf,5,6.5,2,3.7,2738
Lichtenberg,2,"– 0,1",–,0.1,86
Reinickendorf,1,–,–,–,722
