district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,5,13.3,–,–
Friedrichshain-Kreuzberg,1,19,37.1,–,–
Pankow,1,3,4.1,–,–
Charlottenburg-Wilmersdorf,1,2,5.1,–,–
Spandau,5,73,95.2,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,1,9,9.1,–,–
Neukölln,–,–,–,–,–
Treptow-Köpenick,1,1,1.9,–,–
Marzahn-Hellersdorf,1,19,24.5,–,–
Lichtenberg,4,186,284.1,–,–
Reinickendorf,2,17,17.3,–,–
