district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,3,0.4,– 1,2.9,2876
Friedrichshain-Kreuzberg,8,"– 23,3",75,39.4,18762
Pankow,9,"– 2,2",11,9.5,3100
Charlottenburg-Wilmersdorf,3,"– 6,4",10,8.8,917
Spandau,4,"– 9,1",35,10.5,955
Steglitz-Zehlendorf,2,0,–,1.7,210
Tempelhof-Schöneberg,5,"– 1,0",24,15.4,4399
Neukölln,5,2.1,–,0.4,24943
Treptow-Köpenick,–,–,–,–,–
Marzahn-Hellersdorf,3,24,–,0.8,2113
Lichtenberg,1,–,2,0.6,183
Reinickendorf,4,0.8,5,5,530
