id,measures,volume,usage_area,apartments,living_area
01,1,15,35.2,–,–
02,3,316,579.4,101,59.6
03,2,20,46.0,–,–
04,6,121,248.6,–,–
05,12,388,699.1,–,–
06,3,51,78.3,–,–
07,2,91,213.0,–,–
08,2,57,128.4,–,–
09,4,122,279.7,–,–
10,1,42,52.7,–,–
11,3,65,120.4,–,–
12,2,106,109.0,–,–
