id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,2,15,6.8,39,27.5,9872
02,–,–,–,–,–,–
03,19,56,25.2,143,100.3,38386
04,8,59,20.5,128,104,41899
05,5,36,6,130,75.5,20434
06,13,29,14.8,45,49.2,14738
07,1,2,–,1,3.5,1000
08,3,16,1.1,77,34.5,7748
09,3,4,1.3,14,6.8,1788
10,10,19,1.2,54,36.9,13732
11,2,12,0.7,59,26.9,7783
12,7,7,3.6,12,13.5,4284
