id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,4,3,0.9,5,4.9,1225
04,5,8,5.5,5,11.3,5176
05,3,2,–,3,4,830
06,9,12,9.4,10,16.4,6555
07,1,2,–,1,3.5,1000
08,–,–,–,–,–,–
09,1,1,0.2,2,1.1,362
10,6,4,1.2,6,6.3,2106
11,–,–,–,–,–,–
,6,4,0.9,7,8.3,2499
