id,measures,usage_area,apartments,living_area,estimated_costs
01,4,120.8,2,3.9,15697
02,4,-42.6,90,58.4,10702
03,6,-0.4,11,8,802
04,5,10.9,11,8.7,5643
05,2,-0.9,1,1,80
06,17,-2.7,8,9.1,4021
07,27,88.1,53,32.5,61869
08,3,1.7,13,8.3,2778
09,–,–,–,–,–
10,4,14.1,1,1.8,5263
11,3,-11.9,19,4.1,754
,6,-2.2,3,2.3,2079
