id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,14,10,2.5,14,20.2,4650
04,–,–,–,–,–,–
05,4,2,0.5,5,4.9,1062
06,–,–,–,–,–,–
07,21,9,–,21,21.6,6573
08,7,5,4.2,7,7.4,1906
09,20,12,4.8,21,21.9,6674
10,24,12,2.6,24,27.3,7030
11,6,3,1.3,6,6.6,1204
,5,6,4.3,5,9.9,2606
