id,measures,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–
02,5,9.8,-9,2.2,37021
03,11,16.3,18,10.5,30059
04,16,-7.3,46,58.6,42876
05,4,-3.1,6,5.8,2469
06,6,-0.3,1,0.7,459
07,6,-2.5,-1,1.3,4264
08,15,2.4,2,8,3135
09,9,-52.1,8,8.4,8575
10,9,10,9,4.7,8904
11,6,4.3,-5,7.3,12967
12,9,44.2,2,3.3,33478
