id,measures,volume,usage_area,apartments,living_area
01,–,–,–,–,–
02,2,153,365.5,–,–
03,–,–,–,–,–
04,1,102,243.5,–,–
05,–,–,–,–,–
06,1,12,16.8,14,13
07,1,57,91.5,–,–
08,1,0,0.8,–,–
09,13,276,238.1,–,–
10,–,–,–,–,–
11,1,16,42,–,–
12,–,–,–,–,–
