id,measures,volume,usage_area,apartments,living_area
01,1,1,2.1,–,–
02,–,–,–,–,–
03,–,–,–,–,–
04,3,24,45.2,1,0.6
05,3,26,42.5,–,–
06,–,–,–,–,–
07,–,–,–,–,–
08,1,63,90.3,–,–
09,1,3,5.5,–,–
10,2,72,87.8,–,–
11,9,330,44.2,–,–
,2,16,43.7,–,–
