id,measures,volume,usage_area,apartments,living_area
01,1,9,11.4,–,–
02,–,–,–,–,–
03,4,49,99.1,–,–
04,–,–,–,–,–
05,–,–,–,–,–
06,–,–,–,–,–
07,1,7,18.9,–,–
08,–,–,–,–,–
09,2,32,50.6,–,–
10,1,22,27.5,–,–
11,2,6,10.2,–,–
,–,–,–,–,–
