id,measures,usage_area,apartments,living_area,estimated_costs
01,10,87.1,8,10.8,34666
02,3,4.9,5,-3.4,1698
03,8,-2.0,5,6.8,3871
04,10,1.5,1,5.8,4925
05,11,2.9,3,3.0,2661
06,7,7.7,-1,1.3,1187
07,4,0.4,7,7.2,3432
08,6,-5.4,13,9.3,3167
09,13,-1.3,1,5.5,2836
10,8,0.1,–,2.7,547
11,5,-0.4,3,3.1,1017
,5,1.7,9,9.0,2631
