district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,6,"– 0,3",12,13.7,3508
Friedrichshain-Kreuzberg,1,–,3,2.1,1465
Pankow,7,7.3,8,11.3,5559
Charlottenburg-Wilmersdorf,7,"– 0,1",27,24.7,11089
Spandau,3,"– 1,0",1,2.5,913
Steglitz-Zehlendorf,5,7.5,4,1.3,7270
Tempelhof-Schöneberg,5,"– 18,5",3,3.9,55686
Neukölln,18,8.3,12,13,4834
Treptow-Köpenick,5,2.3,9,1,3119
Marzahn-Hellersdorf,6,0.4,1,2.2,444
Lichtenberg,–,–,–,–,–
Reinickendorf,10,0.9,–,5.6,2081
