district_name,measures,volume,usage_area,apartments,living_area
Mitte,1,1,1.7,–,–
Friedrichshain-Kreuzberg,1,104,99.2,375,73.7
Pankow,3,23,30.9,–,–
Charlottenburg-Wilmersdorf,2,13,25.3,–,–
Spandau,–,–,–,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,3,136,177.8,–,–
Neukölln,3,70,202.4,18,7.3
Treptow-Köpenick,3,17,33.2,–,–
Marzahn-Hellersdorf,1,26,74.2,–,–
Lichtenberg,4,37,56.3,–,–
Reinickendorf,1,3,5.5,–,–
