district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,11,8,2,12,17.1,4185
Charlottenburg-Wilmersdorf,–,–,–,–,–,–
Spandau,3,2,1.4,3,4.8,943
Steglitz-Zehlendorf,3,4,1.9,3,8,2485
Tempelhof-Schöneberg,–,–,–,–,–,–
Neukölln,3,5,1.5,3,5.8,2250
Treptow-Köpenick,19,11,4.5,20,25.8,6514
Marzahn-Hellersdorf,10,8,2.8,12,16.5,5072
Lichtenberg,–,–,–,–,–,–
Reinickendorf,7,5,1.3,8,10.2,2828
