district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,4,3,0.9,5,4.9,1225
Charlottenburg-Wilmersdorf,5,8,5.5,5,11.3,5176
Spandau,3,2,–,3,4,830
Steglitz-Zehlendorf,9,12,9.4,10,16.4,6555
Tempelhof-Schöneberg,1,2,–,1,3.5,1000
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,1,1,0.2,2,1.1,362
Marzahn-Hellersdorf,6,4,1.2,6,6.3,2106
Lichtenberg,–,–,–,–,–,–
Reinickendorf,6,4,0.9,7,8.3,2499
