district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,4,120.8,2,3.9,15697
Friedrichshain-Kreuzberg,4,-42.6,90,58.4,10702
Pankow,6,-0.4,11,8,802
Charlottenburg-Wilmersdorf,5,10.9,11,8.7,5643
Spandau,2,-0.9,1,1,80
Steglitz-Zehlendorf,17,-2.7,8,9.1,4021
Tempelhof-Schöneberg,27,88.1,53,32.5,61869
Neukölln,3,1.7,13,8.3,2778
Treptow-Köpenick,–,–,–,–,–
Marzahn-Hellersdorf,4,14.1,1,1.8,5263
Lichtenberg,3,-11.9,19,4.1,754
Reinickendorf,6,-2.2,3,2.3,2079
